Drug1_ID,Drug2_ID,Y,Neg samples
DB00712,DB09211,69,DB04898$h
DB00831,DB00555,48,DB00775$h
DB01037,DB00745,46,DB09134$t
DB00554,DB00795,48,DB00468$t
DB00178,DB00880,48,DB13873$h
DB00266,DB01600,5,DB00501$h
DB01021,DB00331,69,DB00710$h
DB09235,DB00903,48,DB00577$h
DB00420,DB00207,19,DB00546$h
DB06282,DB00472,48,DB00339$h
DB00175,DB00745,72,DB04786$t
DB04572,DB00619,46,DB01364$t
DB09288,DB01324,69,DB01579$h
DB01155,DB00658,66,DB13153$h
DB00612,DB09048,72,DB09135$h
DB13179,DB00203,46,DB00245$h
DB01253,DB02701,48,DB08895$h
DB01065,DB00356,48,DB06730$h
DB01236,DB01232,46,DB13145$t
DB09085,DB01175,48,DB09555$t
DB06335,DB09543,8,DB08798$t
DB00280,DB06412,8,DB08880$t
DB00925,DB01359,59,DB00300$t
DB01463,DB00413,31,DB00547$t
DB00391,DB06282,48,DB00250$t
DB00916,DB00440,46,DB00345$t
DB06684,DB00182,46,DB01175$t
DB06441,DB02709,5,DB00770$h
DB00206,DB09477,59,DB00297$h
DB00391,DB01567,48,DB00743$h
DB00528,DB08873,72,DB02300$h
DB00418,DB09009,48,DB00361$h
DB00388,DB00353,70,DB00370$t
DB06144,DB09085,48,DB04835$t
DB01433,DB00450,15,DB01214$h
DB01349,DB00795,48,DB13450$h
DB01418,DB00554,5,DB00485$h
DB01214,DB01580,59,DB00390$t
DB09279,DB00925,48,DB00613$t
DB00496,DB08873,46,DB00947$t
DB00648,DB01183,74,DB00543$h
DB06152,DB00248,70,DB00210$h
DB00195,DB00384,48,DB00430$t
DB00615,DB04868,74,DB00778$t
DB06155,DB00199,46,DB12026$t
DB00768,DB04908,48,DB13450$h
DB00244,DB00905,69,DB09211$h
DB00308,DB00976,19,DB00880$h
DB00201,DB00343,46,DB08797$t
DB08877,DB00263,46,DB09227$t
DB00248,DB09118,72,DB00841$t
DB01236,DB00936,48,DB00970$h
DB00768,DB09065,46,DB01178$t
DB00317,DB00502,46,DB00843$t
DB00496,DB01036,48,DB04920$h
DB00814,DB06736,48,DB00432$h
DB00870,DB06196,48,DB00803$h
DB00843,DB00979,69,DB00814$h
DB01435,DB01026,46,DB00814$t
DB00332,DB09118,72,DB00925$t
DB09280,DB00751,74,DB01191$t
DB06287,DB00203,46,DB09343$h
DB13142,DB00310,71,DB08811$t
DB01189,DB01028,48,DB00794$h
DB01236,DB04953,48,DB00832$h
DB01609,DB00188,74,DB08916$h
DB00502,DB00801,48,DB00248$t
DB00775,DB00770,5,DB06201$h
DB00564,DB00203,3,DB06710$h
DB00418,DB00655,3,DB00578$h
DB00608,DB06717,72,DB05219$h
DB08912,DB01259,74,DB00373$h
DB01081,DB01037,48,DB00690$h
DB00475,DB01587,48,DB00745$t
DB00182,DB00393,59,DB00591$t
DB06770,DB09167,46,DB00662$t
DB00448,DB00530,74,DB09256$t
DB09183,DB08873,46,DB02701$t
DB01198,DB00647,48,DB00613$t
DB00678,DB01188,46,DB01280$h
DB01214,DB04920,48,DB09220$t
DB01175,DB00757,63,DB00491$t
DB09215,DB00436,69,DB08802$h
DB06414,DB01118,74,DB08943$h
DB00448,DB00208,46,DB00421$t
DB00615,DB01167,74,DB01364$h
DB01204,DB01076,48,DB00649$t
DB01016,DB01214,8,DB00859$h
DB00608,DB00223,48,DB01327$t
DB01395,DB01149,72,DB01000$t
DB00418,DB01219,48,DB08909$h
DB00489,DB00795,36,DB01135$t
DB00468,DB08882,8,DB09076$h
DB00996,DB01567,48,DB08865$h
DB00215,DB06595,46,DB00410$h
DB06212,DB04855,72,DB00270$h
DB01169,DB09477,48,DB08912$h
DB09543,DB00596,48,DB01041$h
DB00547,DB01601,72,DB00421$h
DB00496,DB00752,46,DB00514$t
DB00633,DB01159,48,DB01206$h
DB00285,DB11699,63,DB01165$h
DB00818,DB01159,48,DB00489$h
DB00592,DB01601,46,DB00554$t
DB06616,DB02701,72,DB00267$t
DB00296,DB08910,48,DB00596$t
DB00215,DB01075,19,DB07615$t
DB00266,DB06739,5,DB00645$h
DB00715,DB09118,46,DB01236$t
DB00553,DB08820,72,DB06781$h
DB00925,DB00999,59,DB08964$h
DB00872,DB00476,29,DB00956$t
DB06402,DB00502,19,DB01615$t
DB01248,DB00619,48,DB00595$h
DB00572,DB00809,48,DB00819$h
DB00469,DB05219,46,DB09039$t
DB00688,DB01015,46,DB09069$t
DB01221,DB00807,48,DB06713$h
DB00392,DB01209,48,DB09221$h
DB01418,DB09048,72,DB01580$h
DB09212,DB00502,48,DB00772$h
DB01624,DB08871,19,DB06817$h
DB00699,DB00289,46,DB00601$t
DB00875,DB00934,19,DB00448$h
DB00201,DB00264,46,DB09241$h
DB01174,DB00518,10,DB11699$t
DB00700,DB02703,72,DB09030$h
DB05294,DB08864,19,DB00353$t
DB00854,DB05271,31,DB00277$t
DB00318,DB04894,46,DB01208$h
DB00206,DB00869,59,DB00525$h
DB00843,DB00951,46,DB01424$t
DB00836,DB00678,46,DB00763$t
DB00185,DB00215,46,DB08930$t
DB00617,DB00227,46,DB00480$t
DB00465,DB09215,48,DB00850$t
DB01026,DB06694,48,DB00758$t
DB09211,DB06209,48,DB01438$h
DB00206,DB01595,48,DB00705$h
DB01117,DB00250,48,DB00206$h
DB00187,DB00384,48,DB00556$h
DB00734,DB06282,48,DB01303$t
DB00907,DB01601,46,DB06654$t
DB01580,DB00608,46,DB00293$t
DB05246,DB12332,46,DB00888$h
DB00750,DB13025,48,DB09112$h
DB04743,DB00214,28,DB06274$t
DB00745,DB09063,72,DB00642$t
DB09212,DB01609,48,DB00807$t
DB00653,DB01208,74,DB00549$h
DB01576,DB06691,75,DB01321$h
DB09477,DB01097,48,DB00395$h
DB00796,DB06414,46,DB00843$t
DB06212,DB01054,72,DB00229$t
DB00841,DB09273,48,DB01587$h
DB00876,DB00482,48,DB09265$t
DB09049,DB00470,72,DB09083$h
DB00944,DB01339,69,DB05812$h
DB08918,DB06738,63,DB00876$h
DB00843,DB00544,46,DB01014$t
DB00244,DB01708,48,DB09069$h
DB04552,DB00808,69,DB05381$h
DB08807,DB06739,36,DB00794$h
DB09242,DB00633,48,DB00412$h
DB00421,DB04552,36,DB00665$t
DB01232,DB00736,72,DB00915$t
DB00768,DB00223,48,DB01577$t
DB01045,DB00620,3,DB00910$h
DB00189,DB00647,48,DB01026$t
DB00502,DB09083,19,DB00723$h
DB00248,DB05381,48,DB00892$h
DB09570,DB00270,46,DB00384$t
DB08873,DB00542,74,DB00289$t
DB00625,DB09128,48,DB11793$h
DB04930,DB01601,46,DB06696$t
DB01601,DB01283,3,DB00870$h
DB00353,DB09118,48,DB01081$t
DB01024,DB09215,48,DB09555$t
DB00232,DB00273,82,DB00651$h
DB00223,DB00655,72,DB08802$t
DB00956,DB09238,46,DB09278$h
DB01184,DB00398,19,DB00650$t
DB03756,DB00177,46,DB08930$h
DB00768,DB00196,46,DB01567$h
DB01229,DB00925,48,DB00617$t
DB00207,DB00915,19,DB09183$h
DB01200,DB08931,48,DB00360$h
DB00518,DB00246,46,DB09040$h
DB01200,DB00182,8,DB12532$h
DB00180,DB06412,73,DB09118$t
DB00699,DB00531,48,DB08871$h
DB00524,DB00869,59,DB09215$t
DB04844,DB00508,48,DB00814$h
DB09241,DB01275,59,DB09021$h
DB00622,DB08931,48,DB01206$t
DB00648,DB01131,74,DB01339$t
DB00201,DB00285,46,DB04896$h
DB00683,DB00831,48,DB00415$t
DB01199,DB01209,48,DB01213$t
DB01545,DB00395,48,DB06729$t
DB00454,DB00395,48,DB09223$t
DB00936,DB01015,46,DB01611$t
DB00980,DB00201,46,DB00280$h
DB00594,DB09292,67,DB01024$h
DB01615,DB00593,48,DB00410$h
DB00528,DB00619,46,DB01183$t
DB00469,DB08905,48,DB06654$t
DB00998,DB06290,46,DB01581$h
DB05676,DB08931,59,DB01452$h
DB01320,DB00907,3,DB00293$h
DB01215,DB09009,48,DB00441$t
DB00744,DB00654,69,DB00633$h
DB01169,DB01162,48,DB00567$h
DB06684,DB00998,48,DB00413$h
DB08957,DB01253,70,DB00556$t
DB00615,DB00603,3,DB06282$h
DB00814,DB01129,46,DB00592$t
DB01324,DB01124,69,DB00378$h
DB00976,DB01623,19,DB01267$t
DB01093,DB06702,76,DB00319$t
DB01045,DB08933,72,DB00728$h
DB01218,DB00976,72,DB00665$t
DB01131,DB00227,46,DB09015$h
DB00356,DB00320,46,DB00336$h
DB09235,DB00975,48,DB00832$h
DB00678,DB00975,48,DB00540$t
DB00712,DB00870,48,DB01070$h
DB00321,DB09071,48,DB00571$h
DB06736,DB08905,48,DB00517$h
DB00603,DB00203,46,DB08911$t
DB00834,DB08916,74,DB00865$h
DB06209,DB00203,46,DB00456$t
DB00479,DB00511,74,DB08816$h
DB00571,DB00966,48,DB01201$t
DB00686,DB06739,5,DB00594$h
DB06292,DB08931,48,DB00246$h
DB00625,DB00557,15,DB06791$t
DB06695,DB00682,5,DB00885$h
DB12026,DB00678,46,DB00723$t
DB13872,DB00285,48,DB09021$h
DB08815,DB09342,48,DB00448$t
DB00495,DB00752,46,DB01028$t
DB04908,DB01026,72,DB11636$t
DB01435,DB09167,46,DB00682$t
DB11613,DB08933,72,DB01284$h
DB00877,DB01120,69,DB08800$h
DB00586,DB00270,46,DB00289$h
DB13872,DB01142,48,DB01095$t
DB00807,DB01452,48,DB00537$t
DB06267,DB09477,9,DB05239$h
DB00482,DB08880,48,DB09118$t
DB00705,DB01211,46,DB01592$t
DB01174,DB08916,74,DB01203$h
DB01320,DB00482,3,DB04865$h
DB00854,DB09245,48,DB00831$h
DB11586,DB04574,74,DB06772$t
DB00780,DB01170,59,DB04911$h
DB00956,DB00813,15,DB00307$t
DB00678,DB13167,48,DB09221$h
DB00181,DB05246,48,DB06262$h
DB09280,DB00869,74,DB00731$h
DB00831,DB00653,15,DB00281$t
DB01221,DB00633,48,DB01147$t
DB08880,DB00783,74,DB06819$h
DB09167,DB00677,72,DB00804$t
DB00670,DB00956,48,DB11619$h
DB00799,DB01023,46,DB01046$t
DB00321,DB00484,15,DB09499$h
DB00571,DB00199,46,DB01410$t
DB00805,DB04844,48,DB00136$h
DB06152,DB00320,70,DB09499$h
DB00780,DB00757,63,DB01137$t
DB00420,DB09275,66,DB09267$h
DB01259,DB01076,48,DB00655$h
DB00898,DB00184,46,DB00605$h
DB06696,DB01628,71,DB01246$t
DB01236,DB00590,48,DB00424$t
DB01353,DB01614,48,DB00613$t
DB00752,DB01002,48,DB04871$h
DB00768,DB01264,46,DB04876$h
DB06201,DB06594,48,DB08887$t
DB01351,DB00281,48,DB09275$t
DB00483,DB00854,48,DB00445$t
DB00768,DB01068,48,DB00711$h
DB01244,DB04871,46,DB00296$t
DB00215,DB01167,46,DB09162$t
DB00541,DB00976,72,DB00861$h
DB00831,DB01210,59,DB06412$h
DB09241,DB00440,72,DB01058$h
DB01224,DB02546,19,DB00351$t
DB00184,DB04855,46,DB05245$t
DB00497,DB00484,15,DB00719$h
DB06217,DB00283,46,DB06413$t
DB00502,DB01178,48,DB00843$h
DB00373,DB04743,36,DB00346$t
DB08984,DB06826,69,DB00890$t
DB00820,DB00203,46,DB02300$h
DB01174,DB01614,48,DB09324$t
DB00656,DB08882,74,DB00176$h
DB00749,DB02709,48,DB00322$h
DB00402,DB00494,48,DB00091$t
DB00333,DB01233,48,DB00201$t
DB00436,DB01214,48,DB01362$h
DB01297,DB00184,48,DB01327$h
DB08865,DB00420,19,DB08800$t
DB08918,DB09065,72,DB00627$h
DB00647,DB09352,68,DB01239$t
DB00006,DB01609,48,DB00998$t
DB00193,DB01614,48,DB04711$t
DB01175,DB06704,69,DB01058$h
DB01356,DB00875,34,DB00494$h
DB01587,DB01254,72,DB05528$t
DB00814,DB01044,26,DB11348$h
DB01161,DB00268,31,DB06147$t
DB01131,DB00224,46,DB01380$t
DB00608,DB00661,46,DB00681$t
DB00843,DB01264,72,DB04876$h
DB01067,DB00976,46,DB00220$h
DB06712,DB00476,29,DB02546$t
DB08922,DB00395,48,DB00854$t
DB00230,DB09166,7,DB00126$h
DB01028,DB01241,46,DB00860$t
DB01589,DB01587,48,DB01420$h
DB00876,DB09038,48,DB04786$h
DB00476,DB06700,48,DB04552$h
DB00388,DB06704,69,DB00514$h
DB01229,DB00432,48,DB01384$h
DB00443,DB00981,48,DB00216$t
DB01544,DB00625,48,DB09221$t
DB00336,DB01104,46,DB08970$t
DB01583,DB06695,74,DB00511$h
DB00916,DB09054,46,DB00213$t
DB01466,DB01324,48,DB06718$h
DB00216,DB00283,72,DB01126$t
DB01198,DB01587,48,DB02659$h
DB01236,DB00861,48,DB06148$t
DB00502,DB00496,46,DB00770$t
DB01023,DB04861,48,DB00698$t
DB01014,DB00511,74,DB01380$h
DB00402,DB01178,48,DB08884$t
DB08882,DB00230,49,DB01397$t
DB00228,DB00215,48,DB09125$t
DB00270,DB00774,59,DB00080$h
DB01394,DB00571,72,DB01208$t
DB00925,DB01264,46,DB01092$t
DB00908,DB00976,46,DB00442$h
DB08822,DB00476,29,DB09134$t
DB00839,DB06412,8,DB00201$t
DB00695,DB00476,29,DB00736$t
DB00870,DB13167,48,DB01229$t
DB11093,DB04743,69,DB01433$t
DB00759,DB08873,46,DB06218$h
DB08880,DB00829,74,DB00351$h
DB09235,DB00196,72,DB04878$t
DB00332,DB01081,48,DB09210$t
DB00852,DB01026,46,DB00850$t
DB00631,DB00966,48,DB06769$t
DB00906,DB01319,46,DB00946$t
DB01176,DB00476,48,DB00922$h
DB08828,DB00320,46,DB09027$t
DB00559,DB00575,74,DB09094$h
DB00680,DB01297,59,DB00653$t
DB00182,DB08967,75,DB01184$h
DB00337,DB00768,48,DB04339$t
DB01433,DB00458,48,DB06729$h
DB00204,DB01233,19,DB05351$h
DB01609,DB09082,74,DB00432$h
DB01174,DB01162,59,DB09156$t
DB00655,DB00834,72,DB01086$t
DB06799,DB01015,48,DB01204$t
DB00836,DB00976,46,DB01438$t
DB00807,DB06288,48,DB00736$h
DB00712,DB01324,69,DB00832$t
DB00247,DB01259,48,DB00970$t
DB00334,DB01320,48,DB01131$t
DB00678,DB07615,48,DB06147$t
DB00571,DB07615,36,DB00551$t
DB01028,DB00285,46,DB00610$t
DB00210,DB00823,69,DB01041$h
DB00598,DB09039,46,DB00891$t
DB00312,DB00617,3,DB09244$h
DB00476,DB01100,48,DB06654$h
DB01320,DB00169,3,DB06210$h
DB06201,DB01544,48,DB00180$t
DB09049,DB01259,72,DB01366$t
DB00204,DB01324,19,DB01081$t
DB01211,DB00263,19,DB00152$t
DB01167,DB02703,72,DB01058$t
DB00985,DB01219,48,DB06154$h
DB01166,DB00270,72,DB06212$t
DB00818,DB00755,48,DB01436$t
DB00189,DB04896,48,DB01118$h
DB01219,DB04868,46,DB06403$t
DB00392,DB01227,48,DB01607$h
DB01622,DB00956,59,DB00388$t
DB00312,DB00682,3,DB01139$h
DB00238,DB00655,3,DB09026$h
DB01041,DB00501,46,DB01362$t
DB01036,DB01101,46,DB11148$t
DB06802,DB01021,69,DB05219$t
DB00615,DB06772,3,DB01191$h
DB01028,DB00950,48,DB00649$t
DB00889,DB06290,72,DB01408$t
DB01120,DB08933,72,DB09268$h
DB01397,DB08930,74,DB00555$h
DB01041,DB00519,48,DB00627$h
DB01440,DB09342,48,DB00267$t
DB00497,DB01065,48,DB09135$t
DB09220,DB00752,59,DB01369$t
DB04846,DB08873,46,DB00216$t
DB00682,DB09198,46,DB00595$t
DB08881,DB01216,74,DB00520$h
DB00502,DB01239,48,DB01256$t
DB00925,DB08822,48,DB01577$t
DB09070,DB00990,69,DB00296$t
DB00285,DB01366,84,DB00458$h
DB00470,DB00951,46,DB06243$t
DB01614,DB00794,48,DB00433$t
DB04844,DB08922,48,DB01602$t
DB04743,DB00687,48,DB01613$t
DB01083,DB09118,74,DB00452$h
DB01191,DB04855,46,DB00997$t
DB00997,DB00529,56,DB01615$t
DB06144,DB00679,46,DB11363$h
DB00999,DB04896,54,DB01205$t
DB00203,DB00770,48,DB01620$t
DB08439,DB09118,72,DB06193$t
DB00353,DB00678,48,DB02546$t
DB00231,DB00736,46,DB00336$t
DB06770,DB09048,72,DB00563$h
DB12598,DB04552,5,DB01207$h
DB00245,DB00854,48,DB00914$h
DB00652,DB00323,48,DB01214$t
DB00292,DB01463,48,DB00434$h
DB08828,DB00544,46,DB00736$h
DB01356,DB00323,48,DB00337$h
DB00682,DB00685,5,DB13747$t
DB01365,DB01615,60,DB09543$t
DB01578,DB00870,71,DB00709$h
DB01173,DB01339,48,DB00672$h
DB09017,DB13872,48,DB01592$t
DB00518,DB09065,46,DB00998$h
DB06712,DB00818,48,DB00378$t
DB01020,DB01211,46,DB09048$t
DB01015,DB00621,8,DB00477$t
DB00491,DB06412,8,DB11363$t
DB00496,DB01026,46,DB00722$h
DB00682,DB00547,5,DB00448$h
DB06016,DB00476,46,DB00773$h
DB06262,DB01325,82,DB01254$h
DB00625,DB04855,46,DB09040$h
DB00673,DB08798,3,DB04861$h
DB08880,DB00999,69,DB01415$t
DB00682,DB00860,5,DB09338$h
DB01196,DB13142,66,DB00762$h
DB01242,DB01214,48,DB00569$h
DB00876,DB04846,59,DB06261$h
DB00949,DB05246,48,DB01595$t
DB06480,DB00608,72,DB06152$t
DB00796,DB00476,29,DB01147$t
DB00482,DB01211,46,DB01656$h
DB00691,DB08880,48,DB00541$h
DB00794,DB09297,3,DB04951$h
DB00241,DB00768,48,DB00859$h
DB04871,DB00268,46,DB09297$h
DB00921,DB09241,48,DB00188$h
DB00814,DB00936,48,DB09267$h
DB00750,DB00215,48,DB00209$h
DB04930,DB00619,46,DB06704$h
DB01607,DB06263,74,DB06771$t
DB01623,DB00625,48,DB00888$t
DB00452,DB00511,74,DB11619$h
DB00628,DB00904,48,DB06772$t
DB09289,DB08873,72,DB06739$t
DB01403,DB01299,72,DB00426$h
DB00212,DB01021,59,DB00763$t
DB00476,DB09000,48,DB00680$h
DB01041,DB00454,15,DB00561$h
DB00543,DB01320,48,DB00745$t
DB06201,DB01242,48,DB01251$t
DB00870,DB01708,48,DB09027$t
DB04855,DB01149,72,DB01006$h
DB00898,DB08933,72,DB00339$t
DB00921,DB00819,48,DB00665$t
DB06217,DB00224,46,DB01563$t
DB00223,DB01324,82,DB01609$t
DB01622,DB00608,72,DB01242$h
DB08943,DB00175,48,DB09067$h
DB00586,DB00870,48,DB01090$h
DB04946,DB00889,19,DB08943$t
DB01600,DB02187,48,DB00962$t
DB01189,DB01433,48,DB12001$h
DB01339,DB06810,39,DB01015$h
DB01591,DB09031,46,DB01602$t
DB00678,DB08808,59,DB01329$h
DB00752,DB01116,59,DB00869$h
DB01236,DB01589,72,DB01268$h
DB00203,DB00612,9,DB00630$h
DB09291,DB01149,46,DB03756$t
DB01115,DB00619,46,DB05381$t
DB00877,DB09230,48,DB08957$h
DB00297,DB00736,46,DB06781$t
DB01587,DB06204,15,DB00682$h
DB01351,DB00350,59,DB00999$t
DB09076,DB00476,46,DB06654$t
DB01411,DB05521,72,DB00273$h
DB00996,DB01614,48,DB09216$h
DB01113,DB01214,48,DB00775$t
DB06414,DB06697,10,DB00122$t
DB00232,DB00633,48,DB00701$h
DB01024,DB08964,69,DB09223$t
DB08916,DB00381,72,DB00541$t
DB12332,DB09048,72,DB06794$h
DB02709,DB01296,52,DB01218$t
DB00425,DB00203,46,DB00680$t
DB00246,DB00321,19,DB01604$h
DB00296,DB00883,48,DB01397$t
DB00489,DB00590,29,DB00888$h
DB08899,DB00850,74,DB01685$h
DB00309,DB00976,72,DB06799$h
DB09241,DB00983,48,DB01214$h
DB00876,DB01203,48,DB01396$t
DB00741,DB09048,72,DB00384$t
DB01159,DB01587,48,DB09477$t
DB01130,DB01199,48,DB00674$h
DB01224,DB01026,72,DB00540$h
DB00818,DB00899,48,DB00719$h
DB12267,DB00270,46,DB00711$t
DB00310,DB00273,82,DB00497$t
DB01023,DB01210,48,DB06795$t
DB01149,DB00289,46,DB00543$t
DB01214,DB06700,72,DB00639$t
DB01211,DB00715,19,DB00947$h
DB08905,DB00989,48,DB00328$h
DB00404,DB01081,48,DB00080$t
DB06212,DB08865,72,DB01426$t
DB00933,DB06144,48,DB00488$h
DB00861,DB00487,26,DB01600$t
DB00346,DB00208,46,DB05265$t
DB00976,DB01069,19,DB01438$h
DB00596,DB01406,73,DB09543$t
DB01075,DB01219,48,DB00841$t
DB00482,DB01021,69,DB05521$h
DB08916,DB00295,72,DB00504$t
DB00584,DB00608,48,DB00732$h
DB01021,DB00731,69,DB08943$h
DB00678,DB01401,48,DB06213$t
DB12278,DB09272,38,DB04930$t
DB01261,DB09048,72,DB01259$t
DB00688,DB00511,57,DB01208$t
DB09039,DB05039,19,DB01201$t
DB00846,DB08873,72,DB01370$h
DB00572,DB01062,48,DB00514$h
DB00599,DB06144,48,DB01606$t
DB01197,DB09167,46,DB01013$h
DB05294,DB06290,72,DB00392$h
DB01351,DB00903,59,DB08970$t
DB01174,DB00296,3,DB01263$h
DB09555,DB00196,46,DB00962$t
DB01242,DB04876,72,DB01046$t
DB02187,DB01324,82,DB00736$t
DB00880,DB00511,48,DB00829$h
DB00210,DB03585,48,DB11641$t
DB00688,DB01208,26,DB06144$t
DB00599,DB01023,59,DB01158$h
DB00312,DB09477,59,DB00273$t
DB00956,DB01142,15,DB09352$t
DB01065,DB05219,46,DB08868$h
DB00751,DB05812,72,DB08908$t
DB00492,DB00608,48,DB00230$h
DB01268,DB06700,8,DB01280$h
DB06589,DB00625,46,DB09543$t
DB09053,DB00675,72,DB00215$t
DB08860,DB01149,72,DB00485$h
DB09039,DB01254,72,DB01606$h
DB01149,DB01340,72,DB01280$h
DB00363,DB08882,69,DB01268$t
DB01580,DB13872,48,DB09075$h
DB00615,DB00263,46,DB00761$t
DB01355,DB06282,48,DB06771$h
DB00182,DB12332,46,DB01223$t
DB01626,DB01184,48,DB09137$h
DB01406,DB00331,69,DB00175$t
DB01138,DB05219,46,DB08869$h
DB00843,DB00496,69,DB04861$t
DB01179,DB00270,46,DB06691$t
DB06414,DB06820,72,DB09241$h
DB00682,DB01017,5,DB00216$h
DB00420,DB00765,31,DB01119$t
DB00567,DB09048,72,DB00951$h
DB00682,DB01067,5,DB01326$h
DB00321,DB00398,46,DB01165$t
DB00717,DB02703,72,DB04398$h
DB00934,DB08918,48,DB00854$t
DB00797,DB00876,59,DB01607$t
DB11126,DB00630,74,DB09273$h
DB00932,DB00448,74,DB01034$h
DB11915,DB08873,46,DB00273$t
DB05351,DB00215,46,DB00314$h
DB01168,DB01614,48,DB09286$h
DB00273,DB04574,74,DB00267$h
DB09039,DB00482,72,DB08899$t
DB00696,DB01233,48,DB01116$h
DB01247,DB04844,48,DB02546$t
DB01183,DB00440,46,DB00567$t
DB00629,DB09167,36,DB09124$t
DB00336,DB00622,46,DB00186$t
DB09267,DB00254,74,DB09156$h
DB00356,DB00450,15,DB00890$h
DB08828,DB00705,46,DB00211$t
DB00679,DB00818,72,DB00441$t
DB00814,DB03585,48,DB00236$h
DB01551,DB00807,48,DB05381$t
DB00977,DB01601,46,DB00646$h
DB00806,DB00932,52,DB01136$t
DB00351,DB00412,69,DB01061$t
DB01186,DB11574,48,DB00955$h
DB01591,DB01118,46,DB00412$t
DB09063,DB08871,19,DB00392$t
DB01355,DB01149,46,DB00551$h
DB01215,DB01595,48,DB00230$h
DB06216,DB08933,72,DB04844$t
DB01142,DB00745,46,DB02703$t
DB01351,DB01359,59,DB00262$t
DB00497,DB09352,68,DB09414$t
DB00450,DB00675,19,DB06217$t
DB00968,DB09241,30,DB00390$h
DB01116,DB00854,48,DB00339$t
DB00801,DB01219,48,DB01609$t
DB12598,DB00620,48,DB05990$h
DB01208,DB03754,66,DB09543$h
DB00497,DB06697,46,DB00557$t
DB01247,DB08931,59,DB01357$h
DB00985,DB05246,48,DB01364$t
DB00425,DB01595,15,DB00230$h
DB00656,DB09048,72,DB13872$t
DB00226,DB01023,59,DB00807$t
DB00554,DB01137,26,DB00578$t
DB06212,DB01559,72,DB00518$h
DB04896,DB00968,84,DB13025$h
DB00216,DB09074,72,DB01263$t
DB00361,DB08873,46,DB01463$t
DB00425,DB00768,15,DB00570$h
DB08912,DB09118,72,DB01030$h
DB00351,DB01120,69,DB06704$t
DB00933,DB08918,48,DB00208$h
DB00270,DB02638,59,DB13142$h
DB12483,DB09330,72,DB00400$h
DB00477,DB09048,72,DB01438$t
DB00459,DB00977,69,DB00646$t
DB00780,DB01144,48,DB09570$t
DB00669,DB01149,48,DB00798$h
DB06201,DB06288,48,DB00819$h
DB00956,DB00231,15,DB00637$t
DB00643,DB08873,46,DB00296$t
DB11614,DB01026,46,DB06782$h
DB01601,DB06702,76,DB12267$t
DB00337,DB01600,48,DB00267$t
DB00678,DB00519,48,DB09041$h
DB00405,DB00768,48,DB01202$h
DB01095,DB00476,46,DB06282$t
DB09270,DB00745,72,DB00751$t
DB00215,DB00857,46,DB00946$t
DB06403,DB00625,46,DB09330$t
DB13783,DB00606,69,DB01339$t
DB01223,DB09048,72,DB09009$t
DB00818,DB00446,46,DB00415$h
DB00700,DB00511,69,DB01595$t
DB06781,DB00624,73,DB09462$h
DB01184,DB00904,19,DB01194$t
DB00619,DB00257,72,DB01325$h
DB00402,DB08820,72,DB09221$h
DB08897,DB01199,1,DB09101$h
DB00497,DB00695,48,DB00591$t
DB00615,DB04572,3,DB01236$h
DB00701,DB01211,69,DB00400$h
DB01349,DB06196,48,DB01191$h
DB01320,DB09120,46,DB04398$t
DB00502,DB01215,48,DB11574$h
DB00295,DB09342,48,DB01606$t
DB00313,DB00807,48,DB00178$t
DB00321,DB06204,15,DB00929$t
DB00956,DB04908,15,DB00963$t
DB09183,DB05219,46,DB00378$t
DB02709,DB00233,48,DB00771$t
DB09026,DB00210,36,DB06781$t
DB08808,DB03128,48,DB01001$h
DB01320,DB00231,72,DB01431$t
DB01273,DB00487,72,DB09125$t
DB01339,DB01082,39,DB01426$t
DB08907,DB04896,8,DB06817$h
DB00814,DB00223,48,DB01232$t
DB04855,DB00203,46,DB00470$t
DB09235,DB00661,48,DB12483$t
DB00454,DB04871,48,DB00410$t
DB00790,DB00328,48,DB01219$t
DB00374,DB08880,48,DB00630$t
DB00956,DB00903,48,DB00181$t
DB00794,DB05381,3,DB01009$h
DB00217,DB00575,59,DB06781$t
DB00472,DB01320,19,DB00854$t
DB00396,DB01015,46,DB08802$t
DB00843,DB00283,46,DB01433$h
DB06145,DB08873,46,DB00754$h
DB00870,DB05812,46,DB00339$h
DB01045,DB00818,59,DB01135$h
DB00273,DB09128,48,DB06210$h
DB00575,DB08881,72,DB00753$t
DB00731,DB04876,8,DB01234$h
DB08860,DB01587,72,DB09134$t
DB06696,DB00465,71,DB00970$h
DB01045,DB00502,3,DB01218$h
DB06772,DB04786,48,DB06711$h
DB01600,DB01013,48,DB01021$h
DB06603,DB02703,72,DB01113$h
DB00690,DB00409,48,DB00947$h
DB00502,DB06636,46,DB01545$t
DB13874,DB02703,72,DB06206$h
DB01501,DB05246,48,DB06712$h
DB00241,DB00470,15,DB09269$h
DB13025,DB00967,48,DB00803$h
DB00682,DB01095,46,DB01107$t
DB00975,DB00981,69,DB00203$t
DB01076,DB02703,72,DB01606$t
DB00758,DB09048,72,DB00849$h
DB06739,DB00300,48,DB01587$h
DB00937,DB00768,75,DB00146$h
DB01351,DB01244,3,DB08905$h
DB00182,DB00722,59,DB00791$t
DB00945,DB00869,48,DB02959$h
DB06802,DB00328,48,DB00745$t
DB00396,DB00502,46,DB00415$t
DB00370,DB01259,46,DB00356$t
DB01209,DB00768,48,DB01579$h
DB00465,DB09211,69,DB00818$t
